author,conference,title,year
"{'Kar Wai Lim', 'Scott Sanner', 'Shengbo Guo'}",SIGIR,on the mathematical relationship between expected n-call@k and the relevance vs. diversity trade-off.,2012
"{'Bryan Toth', 'William Webber', 'Marjorie Desamito'}",SIGIR,effect of written instructions on assessor agreement.,2012
"{'Liangjie Hong', 'Brian D. Davison 0001', 'Joseph Adler', 'Ron Bekkerman'}",SIGIR,learning to rank social update streams.,2012
"{'Aliaksei Severyn', 'Alessandro Moschitti'}",SIGIR,structural relationships for large-scale learning of answer re-ranking.,2012
"{'Roi Blanco', 'Manos Tsagkias'}",SIGIR,language intent models for inferring user browsing behavior.,2012
"{'Miguel Martinez-Alvarez', 'Marco Bonzanini', 'Thomas Roelleke'}",SIGIR,opinion summarisation through sentence extraction: an investigation with movie reviews.,2012
"{'Susan T. Dumais', 'Wei Chu', 'Xiaoyuan Cui', 'Fedor Borisyuk', 'Ryen W. White', 'Peter Bailey', 'Paul N. Bennett'}",SIGIR,modeling the impact of short- and long-term behavior on search personalization.,2012
"{'W. Nick Street', 'Si-Chi Chin'}",SIGIR,survival analysis of click logs.,2012
"{'Weihao Kong', 'Minyi Guo', 'Wu-Jun Li'}",SIGIR,manhattan hashing for large-scale image retrieval.,2012
"{'Venkata Rama Kiran Garimella', 'Ingmar Weber', 'Erik Borra'}",SIGIR,political search trends.,2012
{'Chirag Shah'},SIGIR,collaborative information seeking: art and science of achieving 1+1>2 in ir.,2012
"{'Hang Li', 'Jian Pei', 'Yunhua Hu', 'Qinghua Zheng', 'Daxin Jiang', 'Ya-nan Qian'}",SIGIR,mining query subtopics from search log data.,2012
"{'Andrew Yates', 'Nazli Goharian', 'Jon Parker', 'Wai Gen Yee'}",SIGIR,efficient estimation of aspect weights.,2012
"{'Takahide Hoshide', 'Kyosuke Nishida', 'Ko Fujimura'}",SIGIR,improving tweet stream classification by detecting changes in word probability.,2012
"{'Natasa Milic-Frayling', 'Milad Shokouhi', 'Mehdi Hosseini', 'Ingemar J. Cox', 'Emine Yilmaz'}",SIGIR,an uncertainty-aware query selection model for evaluation of ir systems.,2012
"{'Luca Chiarandini', 'Michele Trevisiol', 'Luca Maria Aiello', 'Alejandro Jaimes'}",SIGIR,image ranking based on user browsing behavior.,2012
"{'Leif Azzopardi', 'Kelly Ann Marshall', 'Douglas Dowie', 'Richard Glassey'}",SIGIR,mase: create your own mash-up search interface.,2012
"{'Ke Chen 0005', 'Kuang Mao', 'Xinyuan Luo', 'Gang Chen 0001', 'Lidan Shou'}",SIGIR,mydj: recommending karaoke songs from one's own voice.,2012
"{'Xiao Bai 0002', 'Flavio Paiva Junqueira'}",SIGIR,online result cache invalidation for real-time web search.,2012
"{'David Kauchak', 'Laura E. Brown'}",AAAI,eaai-13 preface.,2013
"{'Jin Huang', 'Heng Huang', 'Feiping Nie'}",AAAI,robust discrete matrix completion.,2013
{'Daniel R. Schlegel'},AAAI,concurrent inference graphs.,2013
"{'Ming Zhang 0004', 'Fangtao Li', 'Sheng Wang'}",AAAI,supervised topic model with consideration of user and item.,2013
"{'Prasad Tadepalli', 'Alan Fern', 'Roni Khardon', 'Saket Joshi', 'Aswin Raghavan'}",AAAI,relational markov decision processes: promise and prospects.,2013
{'Marc Pickett'},AAAI,organizers.,2013
"{'Lionel M. Ni', 'Jiangchuan Zheng'}",AAAI,time-dependent trajectory regression on road networks via multi-task learning.,2013
"{'Claire Monteleoni', 'Mahsa Ghafarianzadeh'}",AAAI,climate prediction via matrix completion.,2013
"{'William Austin Webb', 'Pedro M. Domingos'}",AAAI,tractable probabilistic knowledge bases with existence uncertainty.,2013
"{'Kristian Kersting', 'Fabian Hadiji'}",AAAI,reduce and re-lift: bootstrapped lifted likelihood maximization for map.,2013
"{'Meilin Liu', 'Jun-Yuan Xie', 'Jun Wu', 'Lei Zhang', 'Chong-Jun Wang'}",AAAI,planning with multi-valued landmarks.,2013
"{'Robert H. Sloan', 'György Turán', 'Aaron Urasky', 'Stellan Ohlsson'}",AAAI,verbal iq of a four-year old achieved by an ai system.,2013
"{'Claudia Eckert', 'Han Xiao 0002'}",AAAI,lazy gaussian process committee for real-time online regression.,2013
"{'Nilesh N. Dalvi', 'Kedar Bellare', 'Aditya Pal'}",AAAI,discovering hierarchical structure for sources and entities.,2013
"{'Leslie Pack Kaelbling', 'George Konidaris', 'Tomás Lozano-Pérez'}",AAAI,symbol acquisition for task-level planning.,2013
{'Christopher Makoto Wilt'},AAAI,steps towards a science of heuristic search.,2013
"{'Daniel Bryce', 'Renée C. Bryce'}",AAAI,covering landmark interactions for semantically diverse plans.,2013
"{'Samuel Barrett', 'Avi Rosenfeld', 'Peter Stone', 'Sarit Kraus'}",AAAI,teamwork with limited knowledge of teammates.,2013
"{'Song-Chun Zhu', 'Amy Sue Fire'}",AAAI,learning perceptual causality from video.,2013
"{'Doo Soon Kim', 'Kunal Verma', 'Peter Z. Yeh'}",AAAI,joint extraction and labeling via graph propagation for dictionary construction.,2013
"{'Kristian Kersting', 'Jose Picado', 'Sriraam Natarajan', 'Tushar Khot', 'Jude W. Shavlik', 'Christopher Ré'}",AAAI,using commonsense knowledge to automatically create (noisy) training examples from text.,2013
"{'Balakrishnan Narayanaswamy', 'T. S. Jayram', 'Vikas K. Garg'}",AAAI,online optimization with dynamic temporal uncertainty: incorporating short term predictions for renewable integration in intelligent energy systems.,2013
"{'Brett Benyo', 'Alice M. Mulvehill', 'Fusun Yaman'}",AAAI,temporal milestones in htns.,2013
"{'Ahmed M. Elgammal', 'Haopeng Zhang', 'Zhiguo Jiang', 'Tarek El-Gaaly'}",AAAI,joint object and pose recognition using homeomorphic manifold analysis.,2013
"{'Thomas Liu', 'Soumya C. Kambhampati'}",AAAI,phase transition and network structure in realistic sat problems.,2013
"{'Parag Singla', 'K. K. Biswas', 'Yamuna Prasad'}",AAAI,scaling-up quadratic programming feature selection.,2013
"{'Amirmohammad Rooshenas', 'Daniel Lowd'}",AAAI,learning tractable graphical models using mixture of arithmetic circuits.,2013
"{'Diane J. Cook', 'Ehsan Nazerfard'}",AAAI,using bayesian networks for daily activity prediction.,2013
"{'Shaowei Cai', 'Chuan Luo', 'Kaile Su'}",AAAI,improving walksat for random k-satisfiability problem with k > 3.,2013
"{'Cassio Polpo de Campos', 'Fábio Gagliardi Cozman'}",AAAI,complexity of inferences in polytree-shaped semi-qualitative probabilistic networks.,2013
{'Sviatlana Danilava'},AAAI,artificial conversational companions.,2013
"{'Stefan Funke', 'Sabine Storandt'}",AAAI,enabling e-mobility: facility location for battery loading stations.,2013
"{'Chang Xu', 'Dacheng Tao', 'Chao Xu 0006', 'Yong Luo', 'Dongchen Li'}",AAAI,vector-valued multi-view semi-supervsed learning for multi-label image classification.,2013
{'Matthew Evans Klenk'},AAAI,dynamic symbol grounding: changing referents in engineering analysis and spatial environments.,2013
"{'Debarghya Ghoshdastidar', 'Ambedkar Dukkipati'}",AAAI,"on power-law kernels, corresponding reproducing kernel hilbert space and applications.",2013
"{'Young Chol Song', 'Yuncheng Li', 'Henry A. Kautz', 'Jiebo Luo'}",AAAI,a general framework for recognizing complex events in markov logic.,2013
{'Walter Stephen Lasecki'},AAAI,crowdsourcing for deployable intelligent systems.,2013
"{'Ariel D. Procaccia', 'David C. Parkes'}",AAAI,dynamic social choice with evolving preferences.,2013
"{'Jin Huang', 'Heng Huang', 'Feiping Nie'}",AAAI,spectral rotation versus k-means in spectral clustering.,2013
"{'Liang Yin', 'Mingzhi Dong'}",AAAI,a maximum k-min approach for classification.,2013
{'Razvan Ranca'},AAAI,a modular framework for the automatic reconstruction of shredded documents.,2013
"{'Thomas E. Allen', 'Joshua T. Guerin', 'Judy Goldsmith'}",AAAI,learning cp-net preferences online from user queries.,2013
"{'Alice H. Oh', 'Shixia Liu', 'Jianwen Zhang', 'Zheng Chen', 'Suin Kim'}",AAAI,a hierarchical aspect-sentiment model for online reviews.,2013
{'Erion Plaku'},AAAI,robot motion planning with dynamics as hybrid search.,2013
"{'Zhiwu Lu', 'Yuxin Peng'}",AAAI,unified constraint propagation on multi-view data.,2013
"{'Darrell Whitley', 'Adele E. Howe', 'Doug Hains'}",AAAI,greedy or not? best improving versus first improving stochastic local search for maxsat.,2013
"{'Daniel Fink', 'Jaimin Dave', 'Theodoros Damoulas'}",AAAI,adaptive spatio-temporal exploratory models: hemisphere-wide species distributions from massively crowdsourced ebird data.,2013
"{'Wolfgang Faber 0001', 'Miroslaw Truszczynski', 'Stefan Woltran'}",AAAI,abstract preference frameworks - a unifying perspective on separability and strong equivalence.,2013
{'Richard James Rohwer'},AAAI,"events, interest, segmentation, binding and hierarchy.",2013
"{'Milos Hauskrecht', 'Gilles Clermont', 'Gregory F. Cooper', 'Shyam Visweswaran'}",AAAI,conditional outlier approach for detection of unusual patient care actions.,2013
{'Timothy Wiley'},AAAI,multi-strategy learning of robotic behaviours via qualitative reasoning.,2013
"{'Somdeb Sarkhel', 'Vibhav Gogate'}",AAAI,lifting walksat-based local search algorithms for map inference.,2013
"{'Yoram Bachrach', 'Mahyar Salek', 'Peter Key'}",AAAI,hotspotting - a probabilistic graphical model for image object localization through crowdsourcing.,2013
"{'Litan Ilany', ""Ya'akov Gal""}",AAAI,algorithm selection in bilateral negotiation.,2013
"{'Bistra N. Dilkina', 'Kevin S. McKelvey', 'Carla P. Gomes', 'Michael K. Schwartz', 'Yexiang Xue', 'Ronan LeBras', 'Claire A. Montgomery'}",AAAI,robust network design for multispecies conservation.,2013
"{'Reza Shoja Ghiass', 'Ognjen Arandjelovic', 'Hakim Bendada', 'Xavier Maldague'}",AAAI,vesselness features and the inverse compositional aam for robust face recognition using thermal ir.,2013
"{'Ariel D. Procaccia', 'Andrew Mao', 'Yiling Chen'}",AAAI,better human computation through principled voting.,2013
"{'Stefan Szeider', 'Anna Roubícková', 'Ronald de Haan'}",AAAI,parameterized complexity results for plan reuse.,2013
"{'Benjamin Nathan Grosof', 'Terrance Swift'}",AAAI,radial restraint: a semantically clean approach to bounded rationality for logic programs.,2013
"{'Felipe Meneguzzi', 'Munindar P. Singh', 'Pankaj R. Telang'}",AAAI,a first-order formalization of commitments and goals for planning.,2013
"{'Yueting Zhuang', 'Siliang Tang', 'Fei Wu 0001', 'Dacheng Tao', 'Xu Tan', 'Yi Yang'}",AAAI,supervised nonnegative tensor factorization with maximum-margin constraint.,2013
"{'Alan K. Mackworth', 'Koosha Khalvati'}",AAAI,a fast pairwise heuristic for planning under uncertainty.,2013
"{'Stephen S. Y. Liao', 'Wei Wang 0065', 'Jiawei Wang', 'Jimmy S. J. Ren'}",AAAI,exploring the contribution of unlabeled data in financial sentiment analysis.,2013
"{'Guohua Liang', 'Anthony G. Cohn'}",AAAI,an effective approach for imbalanced classification: unevenly balanced bagging.,2013
"{'Makoto Miwa', 'Shogo Takeuchi', 'Yoshikuni Sato', 'Daisuke Takahashi'}",AAAI,optimizing objective function parameters for strength in computer game-playing.,2013
"{'Diane J. Cook', 'Mehul Bhatt', 'Hans W. Guesgen'}",AAAI,preface.,2013
"{'Weihua Xiong', 'Congyan Lang', 'Rongrong Ji', 'Bing Li 0001', 'Weiming Hu', 'Houwen Peng'}",AAAI,salient object detection via low-rank and structured sparse matrix decomposition.,2013
"{'Zhi-Hua Zhou', 'Yu-Feng Li', 'Miao Xu'}",AAAI,multi-label learning with pro loss.,2013
"{'Nuno Cardoso', 'Rui Abreu'}",AAAI,a kernel density estimate-based approach to component goodness modeling.,2013
"{'Xiao Yang', 'Zhaoxin Zhang', 'Qiang Wang'}",AAAI,personalized recommendation based on co-ranking and query-based collaborative diffusion.,2013
"{'Sanmay Das', 'Matthew Gerrior', 'Meenal Chhabra', 'Elliot Anshelevich'}",AAAI,on the social welfare of mechanisms for repeated batch matching.,2013
"{'Christopher W. Geib', 'Christopher E. Swetenham'}",AAAI,parallelizing plan recognition.,2013
{'Kevin Gold'},AAAI,learning to efficiently pursue communication goals on the web with the gosmr architecture.,2013
{'Mehul Bhatt'},AAAI,invited speakers.,2013
"{'Hector Muñoz-Avila', 'David J. Stracuzzi'}",AAAI,iaai-13 preface.,2013
"{'Pavel Surynek', 'Marika Ivanová'}",AAAI,adversarial cooperative path-finding: a first view.,2013
"{'Rong Chen', 'Zhichun Jia'}",AAAI,hybrid model-based diagnosis of web service compositions.,2013
"{'Wenlin Chen', 'Qiang Lu', 'Yixin Chen', 'Xiaoping Chen', 'Kilian Q. Weinberger'}",AAAI,utilizing landmarks in euclidean heuristics for optimal planning.,2013
"{'Jan Noessner', 'Heiner Stuckenschmidt', 'Mathias Niepert'}",AAAI,rockit: exploiting parallelism and symmetry for map inference in statistical relational models.,2013
{'Vedran Podobnik'},AAAI,organizers.,2013
"{'Li Shang', 'Weihong Deng', 'Mingzhi Dong', 'Liang Yin', 'Jun Guo', 'Honggang Zhang'}",AAAI,a maximum k-min approach for classification.,2013
"{'Qishen Wang', 'Weiming Hu', 'Ying Chen', 'Ou Wu'}",AAAI,label ranking by directly optimizing performance measures.,2013
"{'Ramón Otero', 'Martin Gebser', 'Javier Romero 0003', 'Torsten Schaub', 'Benjamin Kaufmann', 'Philipp Wanko'}",AAAI,domain-specific heuristics in answer set programming.,2013
"{'Guenter Neumann', 'Alejandro Figueroa 0001'}",AAAI,learning to rank effective paraphrases from query logs for community question answering.,2013
"{'Paul W. Schermerhorn', 'Rehj Cantrell', 'Gordon Briggs', 'Thomas Emrys Williams', 'Matthias Scheutz'}",AAAI,grounding natural language references to unvisited and hypothetical locations.,2013
"{'Maosong Sun', 'Yang Liu 0005', 'Peng Li'}",AAAI,an extended ghkm algorithm for inducing lambda-scfg.,2013
"{'Stefano Traca', 'Berk Ustun', 'Cynthia Rudin'}",AAAI,supersparse linear integer models for predictive scoring systems.,2013
"{'Young Chol Song', 'Yuncheng Li', 'Henry A. Kautz', 'Jiebo Luo'}",AAAI,a general framework for recognizing complex events in markov logic.,2013
"{'Ben Leon Meadows', 'Miranda Jane Emery', 'Pat Langley'}",AAAI,seeing beyond shadows: incremental abductive reasoning for plan understanding.,2013
"{'João Marques-Silva', 'Alessandro Previti'}",AAAI,partial mus enumeration.,2013
{'Anastasia Paparrizou'},AAAI,efficient algorithms for strong local consistencies in constraint satisfaction problems.,2013
"{'Markus Peters', 'John Collins', 'Wolfgang Ketter'}",AAAI,autonomous agents in future energy markets: the 2012 power trading agent competition.,2013
"{'Liangda Fang', 'Yongmei Liu 0001'}",AAAI,multiagent knowledge and belief change in the situation calculus.,2013
"{'Xianglong Liu', 'Junfeng He', 'Bo Lang'}",AAAI,reciprocal hash tables for nearest neighbor search.,2013
"{'Noga Alon', 'Dvir Falik', 'Reshef Meir', 'Moshe Tennenholtz'}",AAAI,bundling attacks in judgment aggregation.,2013
{'Daniel Bauer'},AAAI,understanding descriptions of visual scenes using graph grammars.,2013
"{'Qibin Zhao', 'Liqing Zhang', 'Andrzej Cichocki'}",AAAI,a tensor-variate gaussian process for classification of multidimensional structured data.,2013
"{'Saad Ahmad Khan', 'Saad Arif', 'Ladislau Bölöni'}",AAAI,emulating the consistency of human behavior with an autonomous robot in a market scenario.,2013
"{'Henry A. Kautz', 'Tivadar Papai'}",AAAI,modal markov logic for multiple agents.,2013
"{'Puja Das', 'Arindam Banerjee', 'Nicholas Johnson'}",AAAI,online lazy updates for portfolio selection with transaction costs.,2013
"{'Tyler Lu', 'Craig Boutilier', 'Reshef Meir', 'Moshe Tennenholtz'}",AAAI,on the value of using group discounts under price competition.,2013
"{'Yunhai Tong', 'Yujing Wang', 'Ming Zeng'}",AAAI,"ranking scientific articles by exploiting citations, authors, journals, and time information.",2013
"{'Xuewei Tang', 'Shanshan Huang', 'Xiaojun Wan 0001'}",AAAI,amrec: an intelligent system for academic method recommendation.,2013
"{'Jae C. Oh', 'Nathaniel Gemelli', 'Jeffrey Hudack'}",AAAI,virtual structure reduction for distributed constraint problem solving.,2013
"{'Abhishek B. Sharma', 'Kenneth D. Forbus'}",AAAI,graph traversal methods for reasoning in large knowledge-based systems.,2013
"{'Joseph Zhen Ying Xu', 'John E. Laird'}",AAAI,learning integrated symbolic and continuous action models for continuous domains.,2013
"{'Roni Stern', 'Nathan R. Sturtevant', 'Guni Sharon', 'Ariel Felner'}",AAAI,partial domain search tree for constraint-satisfaction problems.,2013
"{'Subbarao Kambhampati', 'Tuan Anh Nguyen 0001', 'Hankz Hankui Zhuo'}",AAAI,model-lite case-based planning.,2013
{'Gary Doran'},AAAI,distribution kernel methods for multiple-instance learning.,2013
"{'Farzad Amirjavid', 'Bruno Bouchard 0001', 'Abdenour Bouzouane'}",AAAI,modeling of activities as fuzzy temporal multivariable problems.,2013
"{'Michael L. Littman', 'Vukosi Ntsakisi Marivate'}",AAAI,an ensemble of linearly combined reinforcement-learning agents.,2013
"{'Wen Pu', 'Eyal Amir', 'Jaesik Choi'}",AAAI,lifted inference on transitive relations.,2013
"{'Srijith Ravikumar', 'Raju Balakrishnan', 'Subbarao Kambhampati', 'Kartik Talamadupula'}",AAAI,raprop: ranking tweets by exploiting the tweet/user/web ecosystem and inter-tweet agreement.,2013
"{'Tao Qin', 'Xu-Dong Zhang', 'Tie-Yan Liu', 'Wenkui Ding'}",AAAI,multi-armed bandit with budget constraint and variable costs.,2013
"{'Furu Wei', 'Li Dong', 'Yajuan Duan', 'Xiaohua Liu', 'Ke Xu 0001', 'Ming Zhou 0001'}",AAAI,the automated acquisition of suggestions from tweets.,2013
"{'Philip S. Yu', 'Yun Xiong', 'Jian Pei', 'Yangyong Zhu'}",AAAI,towards cohesive anomaly mining.,2013
"{'Ling Chen 0001', 'Gencai Chen', 'Ding Tu'}",AAAI,wordnet based multi-way concept hierarchy construction from text corpus.,2013
"{'Soner Önder', 'Zhenlin Wang', 'Hui Meen Nyew', 'Nilufer Onder'}",AAAI,a first-order logic based framework for verifying simulations.,2013
"{'Scott Proper', 'Kagan Tumer'}",AAAI,multiagent learning with a noisy global reward signal.,2013
"{'Georgios Chalkiadakis', 'Charilaos Akasiadis'}",AAAI,agent cooperatives for effective power consumption shifting.,2013
"{'Dehong Gao', 'Furu Wei', 'Wenjie Li', 'Xiaohua Liu', 'Ming Zhou 0001'}",AAAI,co-training based bilingual sentiment lexicon learning.,2013
"{'Nicola Gatti 0001', 'Marco Rocco', 'Tuomas Sandholm'}",AAAI,strong nash equilibrium is in smoothed p.,2013
"{'Sammy Davis-Mendelow', 'Sheila A. McIlraith', 'Jorge A. Baier'}",AAAI,assumption-based planning: generating plans and explanations under incomplete knowledge.,2013
"{'Hui Qian', 'Bojun Tu', 'Dehua Liu', 'Zhihua Zhang'}",AAAI,large-scale hierarchical classification via stochastic perceptron.,2013
"{'Robert J. Ross', 'John D. Kelleher'}",AAAI,accuracy and timeliness in ml based activity recognition.,2013
"{'Ariel D. Procaccia', 'David Kurokawa', 'John K. Lai'}",AAAI,how to cut a cake before the party ends.,2013
"{'Egor V. Kostylev', 'Juan L. Reutter'}",AAAI,answering counting aggregate queries over ontologies of the dl-lite family.,2013
"{'Avinatan Hassidim', 'Sarit Kraus', 'Adi Eshkol', 'Amos Azaria', 'Irit Netanely', 'Ofer Weintraub'}",AAAI,movie recommender system for profit maximization (short lbp).,2013
"{'Ramon Lawrence', 'William Lee'}",AAAI,trading space for time in grid-based path finding.,2013
"{'Caroline Ponzoni Carvalho Chanel', 'Charles Lesire', 'Florent Teichteil-Königsbuch'}",AAAI,multi-target detection and recognition by uavs using online pomdps.,2013
"{'Chia-Li Kuo', 'David Poole 0001'}",AAAI,on integrating ontologies with relational probabilistic models.,2013
"{'Yan Chen 0019', 'Jiali Xia', 'Zhoujun Li', 'Kai Zhang', 'Xiaojian Zhao', 'Senzhang Wang'}",AAAI,negative influence minimizing by blocking nodes in social networks.,2013
"{'Naonori Ueda', 'Tomoharu Iwata', 'Tsutomu Hirao'}",AAAI,unsupervised cluster matching via probabilistic latent variable models.,2013
"{'Abhishek B. Sharma', 'Kenneth D. Forbus'}",AAAI,automatic extraction of efficient axiom sets from large knowledge bases.,2013
"{'Arthur Choi', 'Adnan Darwiche'}",AAAI,dynamic minimization of sentential decision diagrams.,2013
"{'Boris Motik', 'Giorgio Stefanoni', 'Ian Horrocks'}",AAAI,introducing nominals to the combined query answering approaches for el.,2013
"{'Zhao Song', 'Yuke Zhu'}",AAAI,graphical model-based learning in high dimensional feature spaces.,2013
"{'Alexander David Styler', 'Illah Reza Nourbakhsh'}",AAAI,model predictive control with uncertainty in human driven systems.,2013
"{'Manuel Blum 0002', 'Martin A. Riedmiller'}",AAAI,electricity demand forecasting using gaussian processes.,2013
"{'Anita Raja', 'Mohammad Rashedul Hasan'}",AAAI,the role of complex network dynamics in the emergence of multiagent coalition.,2013
"{'Sheng-hua Zhong', 'Tongwei Ren', 'Yan Liu', 'Feifei Ren', 'Jinghuan Zhang'}",AAAI,video saliency detection via dynamic consistent spatio-temporal attention modelling.,2013
{'Michael S. P. Miller'},AAAI,the construction of reality in a cognitive system.,2013
"{'Mariana Recamonde Mendoza', 'Ana Lúcia C. Bazzan'}",AAAI,the wisdom of crowds in bioinformatics: what can we learn (and gain) from ensemble predictions?,2013
"{'Pierre Roy', 'François Pachet'}",AAAI,enforcing meter in finite-length markov sequences.,2013
"{'Wheeler Ruml', 'Christopher Makoto Wilt'}",AAAI,robust bidirectional search via heuristic improvement.,2013
"{'Boyang Li', 'Mark Riedl', 'George Johnston', 'Stephen Lee-Urban'}",AAAI,story generation with crowdsourced plot graphs.,2013
{'Shekhar Gupta'},AAAI,an optimal task assignment policy and performance diagnosis strategy for heterogeneous hadoop cluster.,2013
"{'Dev G. Rajnarayan', 'David Wolpert'}",AAAI,using machine learning to improve stochastic optimization.,2013
"{'Igor Rochlin', 'David Sarne'}",AAAI,information sharing under costly communication in joint exploration.,2013
"{'Matthew Le', 'Vipin Kumar', 'Muhammed Uluyol', 'James H. Faghmous', 'Luke Styles', 'Shyam Boriah', 'Varun Mithal'}",AAAI,multiple hypothesis object tracking for unsupervised self-learning: an ocean eddy tracking application.,2013
{'Yuhong Guo'},AAAI,convex subspace representation learning from multi-view data.,2013
"{'Claudiu Cristian Musat', 'Boi Faltings'}",AAAI,a novel human computation game for critique aggregation.,2013
"{'Min Zhang 0005', 'Deyi Xiong'}",AAAI,a topic-based coherence model for statistical machine translation.,2013
"{'Kristian Kersting', 'Martin Mladenov'}",AAAI,lifted inference via k-locality.,2013
{'Matthew Hatem'},AAAI,heuristic search for large problems with real costs.,2013
"{'José San Pedro', 'Alexandros Karatzoglou'}",AAAI,multiple outcome supervised latent dirichlet allocation for expert discovery in online forums.,2013
"{'John Paul Dickerson', 'Tuomas Sandholm'}",AAAI,throwing darts: random sampling helps tree search when the number of short certificates is moderate.,2013
"{'Anne-France Viet', 'Régis Sabbadin'}",AAAI,a tractable leader-follower mdp model for animal disease management.,2013
"{'Zheng-Jun Zha', 'Tat-Seng Chua', 'Hadi Amiri'}",AAAI,a pattern matching based model for implicit opinion question identification.,2013
{'Marc Pickett'},AAAI,building on deep learning.,2013
"{'Cynthia Rudin', 'Seyda Ertekin', 'Tyler H. McCormick'}",AAAI,predicting power failures with reactive point processes.,2013
"{'Stefan Szeider', 'Iyad A. Kanj'}",AAAI,on the subexponential time complexity of csp.,2013
{'Vibhav Gogate'},AAAI,organizers.,2013
"{'Cynthia Rudin', 'Been Kim'}",AAAI,machine learning for meeting analysis.,2013
"{'Sanghack Lee', 'Vasant G. Honavar'}",AAAI,m-transportability: transportability of a causal effect from multiple environments.,2013
"{'Matthias Scheutz', 'Gordon Michael Briggs'}",AAAI,a hybrid architectural approach to understanding and appropriately generating indirect speech acts.,2013
"{'Simina Brânzei', 'Ioannis Caragiannis', 'Ariel D. Procaccia', 'Jamie Morgenstern'}",AAAI,how bad is selfish voting?,2013
"{'Swakkhar Shatabda', 'Abdul Sattar 0001', 'M. A. Hakim Newton'}",AAAI,mixed heuristic local search for protein structure prediction.,2013
"{'Martial Hebert', 'Edward Hsiao'}",AAAI,gradient networks: explicit shape matching without extracting edges.,2013
"{'Hiroshi Kajino', 'Hisashi Kashima', 'Yuta Tsuboi'}",AAAI,clustering crowds.,2013
"{'Suraj Bajracharya', 'Simon D. Levy', 'Ross W. Gayler'}",AAAI,learning behavior hierarchies via high-dimensional sensor projection.,2013
"{'Vedran Podobnik', 'Jurica Babic'}",AAAI,an analysis of power tac 2013 trial.,2013
"{'Ronen I. Brafman', 'Shlomo Zilberstein', 'Guy Shani'}",AAAI,qualitative planning under partial observability in multi-agent domains.,2013
"{'Goran Radanovic', 'Boi Faltings'}",AAAI,a robust bayesian truth serum for non-binary signals.,2013
"{'Yiling Chen', 'Ming Yin', 'Yu-An Sun'}",AAAI,the effects of performance-contingent financial incentives in online labor markets.,2013
"{'John Collins', 'Wolfgang Ketter', 'Konstantina Valogianni'}",AAAI,smart charging of electric vehicles using reinforcement learning.,2013
"{'Sindhu Raghavan', 'Raymond J. Mooney'}",AAAI,online inference-rule learning from natural-language extractions.,2013
"{'Amos Azaria', 'Sarit Kraus'}",AAAI,advice provision in multiple prospect selection problems.,2013
"{'Kristian Kersting', 'Fabian Hadiji'}",AAAI,reduce and re-lift: bootstrapped lifted likelihood maximization for map.,2013
"{'Shawn Squire', 'Marie desJardins'}",AAAI,autonomous hierarchical pomdp planning from low-level sensors.,2013
"{'Laurent Simon', 'Ashish Sabharwal', 'Horst Samulowitz', 'George Katsirelos'}",AAAI,resolution and parallelizability: barriers to the efficient parallelization of sat solvers.,2013
{'Joseph Modayil'},AAAI,two perspectives on learning rich representations from robot experience.,2013
"{'Haoqi Zhang', 'David C. Parkes', 'Eric Horvitz'}",AAAI,automated workflow synthesis.,2013
"{'Gennaro di Tosto', 'John McBreen', 'Rosaria Conte', 'Samuel Mascarenhas', 'Giulia Andrighetto', 'Frank Dignum', 'Ana Paiva', 'Nick Degens', 'Nuno Ferreira', 'Gert Jan Hofstede'}",AAAI,an agent model for the appraisal of normative events based in in-group and out-group relations.,2013
"{'Marc Peter Deisenroth', 'Gerhard Neumann', 'Jan Peters 0001', 'Andras Gabor Kupcsik'}",AAAI,data-efficient generalization of robot skills with contextual policy search.,2013
"{'Deepak Venugopal', 'Vibhav Gogate'}",AAAI,giss: combining gibbs sampling and samplesearch for inference in mixed probabilistic and deterministic graphical models.,2013
"{'David R. Thompson', 'Thomas G. Dietterich', 'Kiri L. Wagstaff', 'Nina L. Lanza', 'Martha S. Gilmore'}",AAAI,guiding scientific discovery with explanations using demud.,2013
{'Brent Edward Harrison'},AAAI,creating model-based adaptive environments using game-specific and game-independent analytics.,2013
"{'Toby Walsh', 'Thomas Kalinowski', 'Lirong Xia', 'Nina Narodytska'}",AAAI,strategic behavior when allocating indivisible goods sequentially.,2013
"{'Michael P. Wellman', 'Eric Sodomka', 'Amy Greenwald', 'Brandon A. Mayer'}",AAAI,accounting for price dependencies in simultaneous sealed-bid auctions.,2013
"{'Jendrik Seipp', 'Malte Helmert'}",AAAI,additive counterexample-guided cartesian abstraction refinement.,2013
"{'Sanmay Das', 'Mithun Chakraborty', 'Allen Lavoie', 'Yonatan Naamad', 'Malik Magdon-Ismail'}",AAAI,instructor rating markets.,2013
"{'Alan Fern', 'Prasad Tadepalli', 'Janardhan Rao Doppa'}",AAAI,hc-search: learning heuristics and cost functions for structured prediction.,2013
"{'Thomas S. Huang', 'Rongrong Ji', 'Yue Gao', 'Xianming Liu', 'Shiyu Chang'}",AAAI,localizing web videos from heterogeneous images.,2013
"{'Yan Chen 0019', 'Tat-Seng Chua', 'Xiaoming Zhang', 'Xia Hu', 'Zhoujun Li', 'Jichang Zhao'}",AAAI,from interest to function: location estimation in social media.,2013
