author,conference,title,year
"{'Son T. Mai', 'Martin Storgaard', 'Ira Assent'}",KDD,anydbc: an efficient anytime density-based clustering algorithm for very large complex datasets.,2016
"{'Christos Faloutsos', 'Alex Beutel', 'Hyun Ah Song', 'Bryan Hooi', 'Kijung Shin', 'Neil Shah'}",KDD,fraudar: bounding graph fraud in the face of camouflage.,2016
"{'Tianqi Chen', 'Carlos Guestrin'}",KDD,xgboost: a scalable tree boosting system.,2016
"{'Yosuke Yano', 'Takuya Akiba'}",KDD,compact and scalable graph neighborhood sketching.,2016
"{'Yu-Ru Lin', 'Jiebo Luo', 'Yuheng Hu'}",KDD,"collective sensemaking via social sensors: extracting, profiling, analyzing, and predicting real-world events.",2016
"{'Matteo Riondato', 'Eli Upfal'}",KDD,abra: approximating betweenness centrality in static and dynamic graphs with rademacher averages.,2016
"{'Brian Karrer', 'Alon Shalita', 'Sergey Pupyrev', 'Giuseppe Ottaviano', 'Laxman Dhulipala', 'Igor Kabiljo'}",KDD,compressing graphs and indexes with recursive graph bisection.,2016
"{'Geoffrey I. Webb', 'François Petitjean'}",KDD,a multiple test correction for streams and cascades of statistical hypothesis tests.,2016
"{'Christos Faloutsos', 'Jiawei Han 0001', 'Meng Jiang'}",KDD,catchtartan: representing and summarizing dynamic multicontextual behaviors.,2016
"{'Zhenjie Zhang', 'Yin Yang', 'Ganzhao Yuan', 'Zhifeng Hao'}",KDD,convex optimization for linear query processing under approximate differential privacy.,2016
"{'Mingfei Zhao', 'Xuren Zhou', 'Zihan Tan', 'Wei Chen', 'Tian Lin'}",KDD,robust influence maximization.,2016
"{'Wenlin Chen', 'James T. Wilson', 'Stephen Tyree', 'Yixin Chen', 'Kilian Q. Weinberger'}",KDD,compressing convolutional neural networks in the frequency domain.,2016
"{'Jie Wang', 'Paul M. Thompson', 'Jieping Ye', 'Qingyang Li', 'Shuang Qiu', 'Shuiwang Ji'}",KDD,parallel lasso screening for big data optimization.,2016
"{'Ioannis Tsamardinos', 'Giorgos Borboudakis'}",KDD,towards robust and versatile causal discovery for business applications.,2016
"{'Jeonghee Kim', 'Hyuna Pyo', 'JungWoo Ha'}",KDD,large-scale item categorization in e-commerce using multiple recurrent neural networks.,2016
"{'Joseph Ramsey', 'Erich Kummerfeld'}",KDD,causal clustering for 1-factor measurement models.,2016
"{'Eli Upfal', 'Ahmad Mahmoody', 'Charalampos E. Tsourakakis'}",KDD,scalable betweenness centrality maximization via sampling.,2016
"{'Fabrizio Sebastiani 0001', 'Sanjay Chawla', 'Purushottam Kar', 'Harikrishna Narasimhan', 'Shuai Li'}",KDD,online optimization methods for the quantification problem.,2016
"{'John Paparrizos', 'Ryen W. White', 'Eric Horvitz'}",KDD,detecting devastating diseases in search logs.,2016
"{'Xing Xie 0001', 'Rui Zhang 0003', 'Yu Sun', 'Yingzi Wang', 'Kieran McDonald', 'Nicholas Jing Yuan'}",KDD,contextual intent tracking for personal assistants.,2016
"{'Claudia Plant', 'Samuel Maurus'}",KDD,skinny-dip: clustering in a sea of noise.,2016
{'Danny Shapiro'},KDD,accelerating the race to autonomous cars.,2016
"{'M. Narasimha Murty', 'Sharad Nandanwar'}",KDD,structural neighborhood based classification of nodes in a network.,2016
"{'Yanan Bao', 'Huasen Wu', 'Xin Liu 0002'}",KDD,from prediction to action: a closed-loop approach for data-guided network resource allocation.,2016
"{'Lei Han', 'Yu Zhang', 'Tong Zhang'}",KDD,fast component pursuit for large-scale inverse covariance estimation.,2016
"{'Zhiyuan Chen 0001', 'Shuai Wang', 'Bing Liu 0001', 'Geli Fei', 'Sherry Emery'}",KDD,targeted topic modeling for focused analysis.,2016
"{'Bryan L. Matthews', 'Arindam Banerjee', 'Nikunj C. Oza', 'Igor Melnyk'}",KDD,semi-markov switching vector autoregressive model-based anomaly detection in aviation systems.,2016
{'Ingo Mierswa'},KDD,the wisdom of crowds: best practices for data prep & machine learning derived from millions of data science workflows.,2016
{'Jennifer T. Chayes'},KDD,graphons and machine learning: modeling and estimation of sparse massive networks.,2016
"{'Evangelos Simoudis', 'Tim Guleri', 'Mark Gorenberg', 'Greg Sands', 'Matt Ocko'}",KDD,big data needs big dreamers: lessons from successful big data investors.,2016
"{'Martin Becker 0003', 'Florian Lemmerich', 'Denis Helic', 'Markus Strohmaier', 'Andreas Hotho', 'Philipp Singer'}",KDD,mining subgroups with exceptional transition behavior.,2016
"{'Mirela Madalina Botezatu', 'Jasmina Bogojeska', 'Ioana Giurgiu', 'Dorothea Wiesmann'}",KDD,predicting disk replacement towards reliable data centers.,2016
{'Duncan Watts'},KDD,computational social science: exciting progress and future challenges.,2016
"{'Cédric Archambeau', 'Jim C. Huang', 'Rodolphe Jenatton'}",KDD,online dual decomposition for performance and delivery-based distributed ad allocation.,2016
"{'Daniel Kifer', 'Hongjian Wang 0002', 'Corina Graif', 'Zhenhui Li'}",KDD,crime rate inference with big data.,2016
"{'Chang Xu', 'Dacheng Tao', 'Chao Xu 0006'}",KDD,robust extreme multi-label learning.,2016
"{'Bo Kang', 'Jefrey Lijffijt', 'Raúl Santos-Rodriguez', 'Tijl De Bie'}",KDD,subjectively interesting component analysis: data projections that contrast with prior expectations.,2016
"{'Robert L. Grossman', 'Collin Bennett', 'Jim Pivarski'}",KDD,deploying analytics with the portable format for analytics (pfa).,2016
"{'Yudian Zheng', 'Xiang Li', 'Zhipeng Huang', 'Nikos Mamoulis', 'Yizhou Sun', 'Reynold Cheng'}",KDD,meta structure: computing relevance in large heterogeneous information networks.,2016
"{'Laura Wynter', 'Hasan Poonawala', 'Sambit Sahu', 'Vinay Kolar', 'Sebastien Blandin'}",KDD,singapore in motion: insights on public transport service level through farecard and mobile data analytics.,2016
"{'Karen E. Blackmon', 'Ruben Kuzniecky', 'Jennifer G. Dy', 'Yijun Zhao', 'Bilal Ahmed', 'Thomas Thesen', 'Carla E. Brodley', 'Orrin Devinsky'}",KDD,a non-parametric approach to detect epileptogenic lesions using restricted boltzmann machines.,2016
"{'Himabindu Lakkaraju', 'Stephen H. Bach', 'Jure Leskovec'}",KDD,interpretable decision sets: a joint framework for description and prediction.,2016
"{'Subhrajit Bhattacharya', 'Atri Mandal', 'Shubham Atreja', 'Gargi Banerjee Dasgupta', 'Animesh Nandi'}",KDD,anomaly detection using program control flow graph mining from execution logs.,2016
"{'Josh Attenberg', 'Kamelia Aryafar', 'Corey Lynch'}",KDD,images don't lie: transferring deep visual semantic features to large-scale multimodal learning to rank.,2016
"{'Igor Labutov', 'Frans Schalekamp', 'Christoph Studer', 'Hod Lipson', 'Kelvin Luu'}",KDD,optimally discriminative choice sets in discrete choice models: application to data-driven test design.,2016
"{'Yun Fu 0001', 'Ming Shao', 'Hongfu Liu', 'Sheng Li 0001'}",KDD,infinite ensemble for image clustering.,2016
"{'Yashoteja Prabhu', 'Himanshu Jain', 'Manik Varma'}",KDD,"extreme multi-label loss functions for recommendation, tagging, ranking & other missing label applications.",2016
"{'Yong Ge', 'Enhong Chen', 'Yanjie Fu', 'Hui Xiong', 'Fangshuang Tang', 'Qi Liu', 'Hengshu Zhu'}",KDD,days on market: measuring liquidity in real estate markets.,2016
"{'Chuanren Liu', 'Hui Xiong', 'Yanming Xie', 'Chonghui Guo', 'Leilei Sun'}",KDD,data-driven automatic treatment regimen development and recommendation.,2016
"{'Yue Ning', 'Naren Ramakrishnan', 'Sathappan Muthiah', 'Huzefa Rangwala'}",KDD,modeling precursors for event forecasting via nested multi-instance learning.,2016
"{'Hoang Nguyen', 'Jon Patrick'}",KDD,text mining in clinical domain: dealing with noise.,2016
"{'Jesse Davis', 'Pascal Fua', 'Jan Van Haaren', 'Horesh Ben Shitrit'}",KDD,analyzing volleyball match data from the 2014 world championships using machine learning techniques.,2016
"{'Wei Zha', 'Tam T. Nguyen', 'Gang Zhao', 'Guimei Liu', 'Jianneng Cao', 'Wei Chen', 'Jianbo Yang', 'Min Wu 0008', 'Peilin Zhao'}",KDD,repeat buyer prediction for e-commerce.,2016
"{'XianXing Zhang', 'Liang Zhang', 'Yitong Zhou', 'Bee-Chung Chen', 'Deepak Agarwal', 'Yiming Ma'}",KDD,glmix: generalized linear mixed models for large-scale response prediction.,2016
"{'Chen Chen 0022', 'Hanghang Tong', 'Lei Xie', 'Lei Ying', 'Qing He'}",KDD,fascinate: fast cross-layer dependency inference on multi-layered networks.,2016
"{'Thorsten Joachims', 'Shuo Chen'}",KDD,predicting matchups and preferences in context.,2016
"{'Peter Lofgren', 'Ashish Goel', 'Hongyang Zhang'}",KDD,approximate personalized pagerank on dynamic graphs.,2016
"{'Arno Siebes', 'Jilles Vreeken', 'Roel Bertens'}",KDD,keeping it short and simple: summarising complex event sequences with multivariate patterns.,2016
"{'Katja Hofmann', 'Filip Radlinski', 'Konstantina Christakopoulou'}",KDD,towards conversational recommender systems.,2016
"{'Kaixiang Lin', 'Jianpeng Xu', 'Jiayu Zhou', 'Inci M. Baytas', 'Shuiwang Ji'}",KDD,multi-task feature interaction learning.,2016
"{'Rómer Rosales', 'Guanfeng Liang', 'Hsiao-Ping Tseng', 'Xiaoyu Chen', 'Ravi Kiran Holur Vijay', 'Rupesh Gupta'}",KDD,email volume optimization at linkedin.,2016
"{'Jia Li', 'Shakti Sinha', 'Viet Ha-Thuc', 'Dhruv Arya'}",KDD,how to get them a dream job?: entity-aware features for personalized job search ranking.,2016
"{'Shaunak Chatterjee', 'Myunghwan Kim 0002', 'Yu Shi', 'Rómer Rosales', 'Souvik Ghosh', 'Mitul Tiwari'}",KDD,"dynamics of large multi-view social networks: synergy, cannibalization and cross-view interplay.",2016
"{'Haipeng Chen', 'Noseong Park', 'V. S. Subrahmanian', 'Bo An'}",KDD,map: frequency-based maximization of airline profits based on an ensemble forecasting approach.,2016
"{'Assaf Schuster', 'Daniel Keren', 'Arnon Lazerson'}",KDD,lightweight monitoring of distributed streams.,2016
"{'Muhammad R. Khan', 'Joshua E. Blumenstock'}",KDD,predictors without borders: behavioral modeling of product adoption in three developing countries.,2016
"{'Ping Zhang', 'Joel Dudley', 'Fei Wang 0001'}",KDD,healthcare data mining with matrix models.,2016
"{'Min-Ling Zhang', 'Xu-Ying Liu', 'Bin-Bin Zhou'}",KDD,partial label learning via feature-aware disambiguation.,2016
"{'Parang Saraf', 'Naren Ramakrishnan'}",KDD,embers autogsr: automated coding of civil unrest events.,2016
"{'David Kempe 0001', 'Xinran He'}",KDD,robust influence maximization.,2016
"{'Tianbao Yang', 'Xiaoxuan Zhang', 'Padmini Srinivasan'}",KDD,online asymmetric active learning with imbalanced data.,2016
"{'Wenwu Zhu 0001', 'Daixin Wang', 'Peng Cui'}",KDD,structural deep network embedding.,2016
"{'Junjie Wu', 'Hui Zhang', 'Hao Lin', 'Fei Wang', 'Hui Xiong', 'Yuan Zuo', 'Ke Xu 0001'}",KDD,topic modeling of short texts: a pseudo-document view.,2016
"{'Chuanren Liu', 'Hui Xiong', 'Meng Qu', 'Yanchi Liu', 'Bin Liu 0020'}",KDD,unified point-of-interest recommendation with temporal interval assessment.,2016
"{'Shounak Gore', 'Venu Govindaraju', 'Alexander G. Nikolaev'}",KDD,engagement capacity and engaging team formation for reach maximization of online social media platforms.,2016
"{'Abdullah Mueen', 'Eamonn J. Keogh'}",KDD,extracting optimal performance from dynamic time warping.,2016
"{'Eran Yahav', 'Sharon Shoham', 'Benny Kimelfeld', 'Adi Omari'}",KDD,lossless separation of web pages into layout code and data.,2016
"{'Utkarsh Upadhyay', 'Le Song', 'Manuel Gomez-Rodriguez', 'Nan Du', 'Hanjun Dai', 'Rakshit Trivedi'}",KDD,recurrent marked temporal point processes: embedding event history to vector.,2016
{'Jeff Schneider'},KDD,bayesian optimization and embedded learning systems.,2016
"{'Weiwei Chen', 'Hui Xiong', 'Junming Liu', 'Leilei Sun'}",KDD,rebalancing bike sharing systems: a multi-source data smart optimization.,2016
"{'Sergey Faleev', 'Sahin Cem Geyik', ""Sean O'Donnell"", 'Santanu Kolay', 'Jianqiang Shen'}",KDD,joint optimization of multiple performance metrics in online video advertising.,2016
"{'Guifeng Wang', 'Yong Ge', 'Enhong Chen', 'Hongke Zhao', 'Qi Liu'}",KDD,portfolio selections in p2p lending: a multi-objective perspective.,2016
"{'Frank Seide', 'Amit Agarwal'}",KDD,cntk: microsoft's open-source deep-learning toolkit.,2016
"{'Thomas S. Huang', 'Mark A. Hasegawa-Johnson', 'Jiliang Tang', 'Yang Zhang 0001', 'Dawei Yin', 'Shiyu Chang', 'Yi Chang'}",KDD,positive-unlabeled learning in streaming networks.,2016
"{'Qiang Yang 0001', 'Yu Zheng 0004', 'Ying Wei'}",KDD,transfer knowledge between cities.,2016
"{'B. Aditya Prakash', 'Naren Ramakrishnan'}",KDD,"leveraging propagation for data mining: models, algorithms and applications.",2016
"{'Fangshan Wang', 'Yinyan Tan', 'Eric P. Xing', 'Qirong Ho', 'Zhe Fan', 'Qiuling Pan', 'Shikai Liu', 'Zhengbing Li', 'Guilin Li'}",KDD,scalable time-decaying adaptive prediction algorithm.,2016
"{'Geoffrey I. Webb', 'François Petitjean'}",KDD,scalable learning of graphical models.,2016
"{'Tong Xu', 'Enhong Chen', 'Hui Xiong', 'Hao Zhong', 'Qi Liu', 'Hengshu Zhu', 'Xiangyu Zhao'}",KDD,taxi driving behavior analysis in latent vehicle-to-vehicle networks: a social influence perspective.,2016
"{'Bo Zhao 0001', 'Qi Li', 'Jiawei Han 0001', 'Wei Fan', 'Jing Gao'}",KDD,mining reliable information from passively and actively crowdsourced data.,2016
"{'Hao Wu', 'Wei Wang 0009', 'Weiwei Sun', 'Hanyuan Zhang', 'Ziyang Chen', 'Baihua Zheng', 'Jiangyun Mao'}",KDD,probabilistic robust route recovery with spatio-temporal dynamics.,2016
"{'John V. Guttag', 'Matthew Kerr', 'Joel Brooks'}",KDD,developing a data-driven player ranking in soccer using predictive model weights.,2016
"{'Chongzhe Li', 'David Pardoe', 'Kun Liu', 'Frank Cao', 'Haishan Liu', 'Manoj Thakur'}",KDD,audience expansion for online social network advertising.,2016
"{'Rui Yan', 'Lingfei Wu', 'Jie Chen', 'Ian En-Hsu Yen'}",KDD,revisiting random binning features: fast convergence and strong parallelizability.,2016
"{'Philip S. Yu', 'Qiang Yang 0001', 'Yue Cao', 'Jianmin Wang 0001', 'Mingsheng Long'}",KDD,deep visual-semantic hashing for cross-modal retrieval.,2016
"{'Nanyu Chen', 'Ya Xu'}",KDD,evaluating mobile apps with a/b and quasi a/b tests.,2016
"{'Tao Li 0001', 'Shekoofeh Mokhtari', 'Qing Wang', 'Chunqiu Zeng'}",KDD,online context-aware recommendation with time varying multi-armed bandit.,2016
"{'Mehrdad Farajtabar', 'Le Song', 'Manuel Gomez-Rodriguez', 'Mohammad Reza Karimi', 'Erfan Tavakoli'}",KDD,smart broadcasting: do you want to be seen?,2016
"{'Xing Xie 0001', 'Defu Lian', 'Fuzheng Zhang', 'Wei-Ying Ma', 'Nicholas Jing Yuan'}",KDD,collaborative knowledge base embedding for recommender systems.,2016
"{'Francesco Bonchi', 'Sara Hajian', 'Carlos Castillo 0001'}",KDD,algorithmic bias: from discrimination discovery to fairness-aware data mining.,2016
"{'Yun Xiong', 'Yizhou Zhang', 'Yangyong Zhu', 'Xiangnan Kong'}",KDD,netcycle: collective evolution inference in heterogeneous information networks.,2016
"{'Alex Deng', 'Xiaolin Shi'}",KDD,data-driven metric development for online controlled experiments: seven lessons learned.,2016
"{'Charles A. Sutton', 'Jaroslav M. Fowkes'}",KDD,a subsequence interleaving model for sequential pattern mining.,2016
"{'Fedor Borisyuk', 'Bo Zhao', 'David Stein', 'Krishnaram Kenthapadi'}",KDD,casmos: a framework for learning candidate selection models over structured queries and documents.,2016
"{'Igor Perisic', 'Nikita I. Lytkin', 'Navneet Kapur', 'Bee-Chung Chen', 'Deepak Agarwal'}",KDD,ranking universities based on career outcomes of graduates.,2016
"{'Yuan Yang', 'Jianfei Chen 0001', 'Jun Zhu'}",KDD,distributing the stochastic gradient sampler for large-scale lda.,2016
"{'Zhengzhang Chen', 'Wei Cheng', 'Guofei Jiang', 'Wei Wang 0010', 'Haifeng Chen', 'Kai Zhang 0001'}",KDD,ranking causal anomalies via temporal and dynamical analysis on vanishing correlations.,2016
"{'Subhabrata Mukherjee', 'Gerhard Weikum', 'Stephan Günnemann'}",KDD,continuous experience-aware language model.,2016
"{'Bo Xie 0002', 'Le Song', 'Maria-Florina Balcan', 'David P. Woodruff', 'Yingyu Liang'}",KDD,communication efficient distributed kernel principal component analysis.,2016
"{'Huang Xu', 'Hui Xiong', 'Zhiwen Yu', 'Hengshu Zhu', 'Jingyuan Yang'}",KDD,talent circle detection in job transition networks.,2016
"{'Zhenshan Hou', 'Chuanren Liu', 'Bowen Du', 'Hui Xiong', 'Wenjun Zhou'}",KDD,catch me if you can: detecting pickpocket suspects from large-scale transit records.,2016
"{'Gianmarco De Francisci Morales', 'Wei Fan', 'João Gama', 'Albert Bifet', 'Latifur Khan'}",KDD,iot big data stream mining.,2016
"{'Mario Inchiosa', 'Srini Kumar', 'Robert Horton', 'Mengyue Zhao', 'John-Mark Agosta', 'Debraj GuhaThakurta'}",KDD,scalable data analytics using r: single machines to hadoop spark clusters.,2016
"{'Chih-Jen Lin', 'Wei-Lin Chiang', 'Mu-Chu Lee'}",KDD,parallel dual coordinate descent method for large-scale linear classification in multi-core environments.,2016
"{'Gursimran Singh', 'Shashank Srikant', 'Varun Aggarwal'}",KDD,question independent grading using machine learning: the case of computer program grading.,2016
"{'Pavel Serdyukov', 'Andrey Khalyavin', 'Alexey Poyarkov', 'Gleb Gusev', 'Alexey Drutsa'}",KDD,boosted decision tree regression adjustment for variance reduction in online controlled experiments.,2016
"{'Jianyong Wang', 'Jianhua Yin'}",KDD,a text clustering algorithm using an online clustering scheme for initialization.,2016
"{'Emine Yilmaz', 'Shangsong Liang', 'Evangelos Kanoulas'}",KDD,dynamic clustering of streaming short documents.,2016
{'Nando de Freitas'},KDD,learning to learn and compositionality with deep recurrent neural networks: learning to learn and compositionality.,2016
"{'Feida Zhu', 'Xin Mu', 'Jing Xiao', 'Jianzong Wang', 'Zhi-Hua Zhou', 'Ee-Peng Lim'}",KDD,user identity linkage by latent user space modelling.,2016
{'Ashok Srivastava'},KDD,large-scale machine learning at verizon: theory and applications.,2016
"{'Bor-Yiing Su', 'Steffen Rendle', 'Eugene J. Shekita', 'Dennis Fetterly'}",KDD,robust large-scale machine learning in the cloud.,2016
"{'Shengwen Yang', 'Su Yan', 'Zhiyong Shen', 'Zhiqiang Liu', 'Qing He', 'Ping Luo'}",KDD,from online behaviors to offline retailing.,2016
"{'John C. S. Lui', 'Da Yan', 'Huanhuan Wu', 'James Cheng', 'Yi Yang', 'Shuigeng Zhou'}",KDD,diversified temporal subgraph pattern mining.,2016
"{'Jun Wang', 'Weinan Zhang', 'Jian Xu', 'Tianxiong Zhou'}",KDD,bid-aware gradient descent for unbiased learning with censored data in display advertising.,2016
"{'Ashwin Venkataraman', 'Sunandan Chakraborty', 'Lakshminarayanan Subramanian', 'Srikanth Jagabathula'}",KDD,predicting socio-economic indicators using news events.,2016
"{'Heng Huang', 'Feiping Nie', 'Zhouyuan Huo'}",KDD,robust and effective metric learning using capped trace norm: metric learning via capped trace norm.,2016
"{'Juliette Aurisset', 'Huizhi Xie'}",KDD,improving the sensitivity of online controlled experiments: case studies at netflix.,2016
"{'Jennifer Helsby', 'Samuel Carton', 'Joe Walsh', 'Kenneth Joseph', 'Crystal Cody', 'Rayid Ghani', 'Lauren Haynes', 'Youngsoo Park', 'Ayesha Mahmud', 'C. P. T. Estella Patterson'}",KDD,identifying police officers at risk of adverse events.,2016
"{'Daniel J. Abadi', 'Antonio Maccioni'}",KDD,scalable pattern matching over compressed graphs via dedensification.,2016
"{'Shannon Quinn', 'Tianming Liu', 'Jieping Ye', 'Milad Makkie', 'Mojtaba Sedigh Fazli', 'Xiang Li 0001', 'Binbin Lin', 'Ian Davidson'}",KDD,scalable fast rank-1 dictionary learning for fmri big data analysis.,2016
"{'Lu Su', 'Houping Xiao', 'Shiyu Wang', 'Han Liu', 'Zhaoran Wang', 'Jing Gao'}",KDD,a truth discovery approach with theoretical guarantee.,2016
{'Ching Law'},KDD,profiling users from online social behaviors with applications for tencent social ads.,2016
"{'James A. Thomson', 'Ron M. Stewart', 'Zhaobin Kuang', 'Michael Caldwell', 'David Page', 'Peggy L. Peissig'}",KDD,computational drug repositioning using continuous self-controlled case series.,2016
"{'Xiaoqian Wang', 'Feiping Nie', 'Heng Huang'}",KDD,structured doubly stochastic matrix for graph based clustering: structured doubly stochastic matrix.,2016
"{'Fang Xie', 'Chen Zhu', 'Hui Xiong', 'Pengliang Ding', 'Hengshu Zhu'}",KDD,recruitment market trend analysis with sequential latent variable models.,2016
"{'Francesco Iorio', 'Xiaoxiao Guo', 'Wei Li'}",KDD,convolutional neural networks for steady flow approximation.,2016
"{'Boris Chidlovskii', 'Stéphane Clinchant', 'Gabriela Csurka'}",KDD,domain adaptation in the absence of source domain data.,2016
"{'Claudia Plant', 'Sebastian Goebl', 'Wei Ye', 'Christian Böhm'}",KDD,fuse: full spectral clustering.,2016
"{'Benjamin C. M. Fung', 'Steven H. H. Ding', 'Philippe Charland'}",KDD,kam1n0: mapreduce-based assembly clone search for reverse engineering.,2016
"{'Deng Cai', 'Jiajun Bu', 'Martin Ester', 'Ziyu Guan', 'Yu Zhu', 'Yikang Liao', 'Beidou Wang'}",KDD,the million domain challenge: broadcast email prioritization by cross-domain recommendation.,2016
{'Joseph M. Hellerstein'},KDD,"people, computers, and the hot mess of real data.",2016
"{'T. Ryan Hoens', 'J. C. Mao', 'Ying Shan', 'Haijing Wang', 'Jian Jiao', 'Dong Yu'}",KDD,deep crossing: web-scale modeling without manually crafted combinatorial features.,2016
{'Daniel Ting'},KDD,towards optimal cardinality estimation of unions and intersections with sketches.,2016
"{'Renato Martins Assunção', 'Pedro Olmo Stancioli Vaz de Melo', 'Rodrigo Augusto da Silva Alves'}",KDD,burstiness scale: a parsimonious model for characterizing random series of events.,2016
"{'Qiang Zhu 0002', 'Songtao Guo', 'Yan Liu', 'Paul Ogilvie'}",KDD,business applications of predictive modeling at scale.,2016
"{'Mina Ghashami', 'Edo Liberty', 'Jeff M. Phillips'}",KDD,efficient frequent directions algorithm for sparse matrices.,2016
"{'Qiang Yang 0001', 'Cewu Lu', 'Dimitrios Gunopulos', 'Chen Chen 0018', 'Qixing Huang', 'Leonidas J. Guibas'}",KDD,city-scale map creation and updating using gps collections.,2016
"{'Eugenia Giraudy', 'Joe Walsh', 'Rayid Ghani', 'Matthew Burgess', 'Lauren Haynes', 'Derek Willis', 'Julian Katz-Samuels'}",KDD,the legislative influence detector: finding text reuse in state legislation.,2016
"{'Neera Agarwal', 'Ashish Gupta'}",KDD,streaming analytics.,2016
"{'Kamin Whitehouse', 'Nipun Batra 0001', 'Amarjeet Singh 0001'}",KDD,gemello: creating a detailed energy breakdown from just the monthly electricity bill.,2016
{'Greg Papadopoulos'},KDD,a vc view of investing in ml.,2016
"{'Anjuli Kannan', 'Karol Kurach', 'László Lukács', 'Balint Miklos', 'Marina Ganea', 'Sujith Ravi', 'Vivek Ramavajjala', 'Peter Young', 'Tobias Kaufmann', 'Greg Corrado', 'Andrew Tomkins'}",KDD,smart reply: automated response suggestion for email.,2016
"{'Keng-hao Chang', 'Shuangfei Zhai', 'Zhongfei (Mark) Zhang', 'Ruofei Zhang'}",KDD,deepintent: learning attentions for online advertising with recurrent neural networks.,2016
"{'Clare R. Voss', 'Heng Ji', 'Meng Qu', 'Wenqi He', 'Jiawei Han 0001', 'Xiang Ren'}",KDD,label noise reduction in entity typing by heterogeneous partial-label embedding.,2016
"{'Samet Ayhan', 'Hanan Samet'}",KDD,aircraft trajectory prediction made easy with predictive analytics.,2016
"{'Deepak Agarwal', 'Bee-Chung Chen', 'Liang Tang', 'Bo Long'}",KDD,an empirical study on recommendation with multiple types of feedback.,2016
"{'Angela Han', 'Ali Vanderveld', 'Addhyan Pandey', 'Rajesh Parekh'}",KDD,an engagement-based customer lifetime value system for e-commerce.,2016
"{'Joe Walsh', 'Matthew Heston', 'Rayid Ghani', 'Ellery Wulczyn', 'Madian Khabsa', 'Christopher Berry', 'Vrushank Vora'}",KDD,identifying earmarks in congressional bills.,2016
{'Jonathan D. Becher'},KDD,can you teach the elephant to dance? aka: culture eats data science for breakfast.,2016
"{'Qingqi Yue', 'Ao Yuan', 'Chunxiao Zhou', 'Minh Huynh', 'Xuan Che'}",KDD,batch model for batched timestamps data analysis with application to the ssa disability program.,2016
"{'Michael Schueppert', 'Jack Saalweachter', 'Bryan Perozzi', 'Mayur Thakur'}",KDD,when recommendation goes wrong: anomalous link discovery in recommendation networks.,2016
"{'Si Zhang', 'Hanghang Tong'}",KDD,final: fast attributed network alignment.,2016
"{'Yasuo Tabei', 'Hiroto Saigo', 'Simon J. Puglisi', 'Yoshihiro Yamanishi'}",KDD,scalable partial least squares regression on grammar-compressed data matrices.,2016
"{'Liang Zhao', 'Feng Chen 0001', 'Jieping Ye', 'Chang-Tien Lu', 'Naren Ramakrishnan'}",KDD,hierarchical incomplete multi-source feature learning for spatiotemporal event forecasting.,2016
"{'Chengxi Zang', 'Christos Faloutsos', 'Peng Cui'}",KDD,"beyond sigmoids: the nettide model for social network growth, and its applications.",2016
"{'Quanquan Gu', 'Aston Zhang'}",KDD,accelerated stochastic block coordinate descent with optimal sampling.,2016
"{'Geli Fei', 'Bing Liu 0001', 'Shuai Wang'}",KDD,learning cumulatively to become more knowledgeable.,2016
"{'Taraneh Taghavi', 'Yaron Kretchmer', 'Maria Lupetini'}",KDD,compute job memory recommender system using machine learning.,2016
"{'Jian Pei', 'Peng Cui', 'Wenwu Zhu 0001', 'Ziwei Zhang', 'Mingdong Ou'}",KDD,asymmetric transitivity preserving graph embedding.,2016
"{'Peter A. Flach', 'Gustavo Batista', 'Denis Moreira dos Reis', 'Stan Matwin'}",KDD,fast unsupervised online drift detection using incremental kolmogorov-smirnov test.,2016
"{'Mahsa Salehi', 'Laura Irina Rusu', 'Timothy M. Lynar', 'Anna Phan'}",KDD,dynamic and robust wildfire risk prediction system: an unsupervised approach.,2016
"{'David T. Arbour', 'Dan Garant', 'David D. Jensen'}",KDD,inferring network effects from observational data.,2016
"{'Zhiyuan Chen 0001', 'Bing Liu 0001', 'Estevam R. Hruschka Jr.'}",KDD,lifelong machine learning and computer reading the web.,2016
"{'Liangyue Li', 'Jie Tang', 'Yuan Yao 0001', 'Wei Fan', 'Hanghang Tong'}",KDD,quint: on query-specific optimal networks.,2016
"{'Massih-Reza Amini', 'Hesam Amoualian', 'Marianne Clausel', 'Éric Gaussier'}",KDD,streaming-lda: a copula-based approach to modeling topic dependencies in document streams.,2016
"{'Chikashi Nobata', 'Hua Ouyang', 'Jiliang Tang', 'Jianhui Chen', 'Dawei Yin', 'Mianwei Zhou', 'Jean-Marc Langlois', 'Changsung Kang', 'Hongbo Deng', 'Yi Chang', 'Tim Daly Jr.', 'Yuening Hu'}",KDD,ranking relevance in yahoo search.,2016
"{'Siddharth Reddy', 'Igor Labutov', 'Siddhartha Banerjee', 'Thorsten Joachims'}",KDD,unbounded human learning: optimal scheduling for spaced repetition.,2016
"{'Jimeng Sun', 'Mohammad Taha Bahadori', 'Yuyu Zhang', 'Hang Su'}",KDD,flash: fast bayesian optimization for data analytic pipelines.,2016
"{'James Bailey', 'Shuo Zhou', 'Nguyen Xuan Vinh', 'Yunzhe Jia', 'Ian Davidson'}",KDD,accelerating online cp decompositions for higher order tensors.,2016
"{'Mehmet Koyutürk', 'Mustafa Coskun', 'Ananth Grama'}",KDD,efficient processing of network proximity queries via chebyshev acceleration.,2016
